SYSNAME,SUBSTRATE,PRODUCT,bin,OxidativeHalf,ReductionHalf
L-lysine:oxygen 2-oxidoreductase (decarboxylating),"['(S)-aminoethylcysteine', '4-chlorolysine', '4-methyllysine', '5-hydroxylysine', '5-methyllysine', 'DL-2,8-diaminooctanoate', 'DL-5-hydroxylysine', 'DL-7,8-diaminoheptanoate', 'L-Lysine', 'L-arginine', 'L-homoarginine', 'L-lysine', 'L-lysine [CPD:C00047];', 'L-ornithine', 'L-thialysine', 'Nepsilon-methyllysine', 'O2', 'O2 [CPD:C00007]', 'alanine', 'electron acceptor', 'more', 'phenazine methosulfate', 'propylamine', 'threo-4-hydroxy-L-lysine']","['2-amino-5-guanidinovalerate', '2-keto-4-methyl-6-amino-n-hexanoate', '2-keto-5-amino-n-pentanoate', '2-keto-5-aminopentanoate', '2-keto-5-guanidinovalerate', '2-keto-6-amino-n-hexanoate', '2-keto-8-aminooctanoate', '4-aminobutanamide', '4-guanidinobutanamide', '4-guanidinobutyramide', '4-methyl-5-aminopentanamide', '5-aminopentanamide', '5-aminopentanamide [CPD:C00990];', '5-aminovaleramide', '5-methylaminopentanamide', '6-aminohexanamide', '?', 'CO2', 'CO2 [CPD:C00011];', 'H2O', 'H2O [CPD:C00001]', 'H2O2', 'NH3', 'pyruvate', 'reduced phenazine methosulfate']",0,0,0
"quinolin-2-ol,NADH:oxygen oxidoreductase (5,6-hydroxylating)","['2-Oxo-1,2-dihydroquinoline', '3-Methyl-2-oxo-1,2-dihydroquinoline', '6-Hydroxy-2-oxo-1,2-dihydroquinoline', '8-Hydroxy-2-oxo-1,2-dihydroquinoline', '8-Hydroxyquinoline', 'H+ [CPD:C00080];', 'NADH', 'NADH [CPD:C00004];', 'O2', 'O2 [CPD:C00007]', 'more', 'quinolin-2-ol [CPD:C06338];']","['2,5,6-trihydroxy-5,6-dihydroquinoline [CPD:C06339];', '5,6-Dihydro-5,6-dihydroxy-(3-methyl-)2-oxo-1,2-dihydroquinoline', '?', 'NAD+', 'NAD+ [CPD:C00003]']",0,0,0
"(+)-bornane-2,5-dione,FMNH2:oxygen oxidoreductase (1,2-lactonizing)","['(+)-bornane-2,5-dione', '(+)-bornane-2,5-dione [CPD:C03037];', '(+)-bornanone', '(+)-camphor', '1,3,3-trimethyl-2-oxabicyclo-(2,2,2)octane', '6-oxocineole', '7,7-dimethylbicyclo[3.2.0] hept-2-en-6-one', '7endo-methylbicyclo[3.2.0]hept-2-en-6-one', 'FMNH2', 'FMNH2 [CPD:C01847];', 'NADH', 'O2', 'O2 [CPD:C00007]', 'bicyclo[3.2.0]hept-2-en-6-one', 'more']","['(+)-5-oxo-1,2-campholide', '(+)-5-oxo-1,2-campholide [CPD:C02952];', '1,2-campholide', '1,6,6-trimethyl-2,7-dioxa(3,2,2)bicyclononan-3-one', '3,4,4-trimethyl-5-carboxy-methyl-DELTA2-cyclopentenone', '3-(1-hydroxy-1-methylethyl)-6-oxoheptanoic acid', '?', 'FMN', 'FMN [CPD:C00061];', 'H2O', 'H2O [CPD:C00001]', 'NAD+']",0,0,0
"1-hydroxy-2-naphthoate,NAD(P)H:oxygen oxidoreductase (2-hydroxylating, decarboxylating)","['1-hydroxy-2-naphthoate', '1-hydroxy-2-naphthoate [CPD:C03203];', 'H+ [CPD:C00080];', 'NAD(P)H', 'NADH', 'NADH [CPD:C00004];', 'NADPH', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]', 'more']","['1,2-dihydroxynaphthalene', '1,2-dihydroxynaphthalene [CPD:C03012];', '?', 'CO2', 'CO2 [CPD:C00011]', 'H2O', 'H2O [CPD:C00001];', 'NAD(P)+', 'NAD+', 'NAD+ [CPD:C00003];', 'NADP+', 'NADP+ [CPD:C00006];']",0,0,0
"5,10-methylenetetrahydrofolate:NAD+ oxidoreductase","['5,10-methylenetetrahydrofolate [CPD:C00143];', 'NAD+ [CPD:C00003]']","['5,10-methenyltetrahydrofolate [CPD:C00445];', 'NADH [CPD:C00004];', 'H+ [CPD:C00080]']",0,0,0
methanol:acceptor oxidoreductase,"['4-(hydroxylamino)-N,N-dimethylaniline', 'N,N-dimethyl-4-nitrosoaniline', 'acceptor [CPD:C00028]', 'ethanol', 'formaldehyde', 'methanol', 'methanol [CPD:C00132];']","['4-(hydroxylamino)-N,N-dimethylaniline', 'N,N-dimethyl-4-nitrosoaniline', 'acetaldehyde', 'formaldehyde', 'formaldehyde [CPD:C00067];', 'methanol', 'reduced acceptor [CPD:C00030]']",0,0,0
hydrogen:acceptor oxidoreductase,"['2,3,5-triphenyltetrazolium chloride', '2,3-dimethyl-1,4-naphthoquinone', '2,4,6-trinitrotoluene', 'Cr6+', 'H2', 'H2 [CPD:C00282];', 'NADPH', 'O2', 'S', 'acceptor', 'acceptor [CPD:C00028]', 'anthraquinone 2,6-disulfonic acid', 'benzyl viologen', 'formate', 'fumarate', 'methenyltetrahydromethanopterin', 'methyl viologen', 'methylene blue', 'more', 'oxidized 2,3-dimethylnaphthoquinone', 'oxidized acceptor', 'oxidized amaranth', 'oxidized benzyl viologen', 'oxidized dichloroindophenol', 'oxidized diquat', 'oxidized electron acceptor', 'oxidized ethyl viologen', 'oxidized methyl viologen', 'oxidized methylene blue', 'oxidized metranidazole', 'oxidized phenazine methosulfate', 'oxidized sodium hydrosulfite', 'phenazine methosulfate']","['2,3-dimethyl-naphthoquinol', '2,3-dimethylnaphthoquinol', '?', 'CO2', 'Cr3+', 'H+', 'H2', 'H2-acceptor', 'H2S', 'NADP', 'acceptor-H2', 'acceptorH2', 'anthraquinol 2,6-disulfonic acid', 'methylenetetrahydromethanopterin', 'reduced 2,3,5-triphenyltetrazolium chloride', 'reduced acceptor', 'reduced acceptor [CPD:C00030]', 'reduced amaranth', 'reduced benzyl viologen', 'reduced dichloroindophenol', 'reduced diquat', 'reduced electron acceptor', 'reduced ethyl viologen', 'reduced methyl viologen', 'reduced methylene blue', 'reduced metranidazol', 'reduced phenazine methosulfate', 'reduced sodium hydrosulfite', 'reduceded benzyl viologen', 'succinate']",0,0,0
"L-carnitine,NAD(P)H:oxygen oxidoreductase (trimethylamine-forming)","['D-carnitine', 'H+', 'H+ [CPD:C00080];', 'L-carnitine', 'L-carnitine [CPD:C00318];', 'NADH', 'NADH [CPD:C00004];', 'NADPH', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]']","['(3R)-3-hydroxy-4-oxobutanoate', '(3R)-3-hydroxy-4-oxobutanoate [CPD:C21761];', '(3S)-3-hydroxy-4-oxobutanoate', 'H2O', 'H2O [CPD:C00001]', 'NAD+', 'NAD+ [CPD:C00003];', 'NADP+', 'NADP+ [CPD:C00006];', 'trimethylamine', 'trimethylamine [CPD:C00565];']",0,0,0
4-methylphenol:oxidized azurin oxidoreductase (methyl-hydroxylating),"['4-methylphenol [CPD:C01468];', 'oxidized azurin [CPD:C05357];', 'H2O [CPD:C00001];', '4-hydroxybenzyl alcohol [CPD:C17467]']","['4-hydroxybenzaldehyde [CPD:C00633];', 'reduced azurin [CPD:C05358];', 'H+ [CPD:C00080];', '4-hydroxybenzyl alcohol [CPD:C17467]']",0,0,0
dihydro-NAD(P):oxygen oxidoreductase (H2O2-forming),"['1,2-dihydro-beta-NAD [CPD:C21423];', 'H+ [CPD:C00080];', 'O2 [CPD:C00007];', '1,6-dihydro-beta-NAD [CPD:C21424]']","['beta-NAD+ [CPD:C00003];', 'beta-NADP+ [CPD:C00006];', 'H2O2 [CPD:C00027]']",0,0,0
L-tryptophan:oxygen 2-oxidoreductase (decarboxylating),"['5-hydroxytryptophan', '5-methyltryptophan', 'D,L-3-phenyl-2-hydrazinopropanoic acid', 'D,L-3-pyridylalanine', 'D,L-N-methyl-phenylalanine', 'L-alanine', 'L-methionine', 'L-phenylalanine', 'L-tryptophan', 'L-tryptophan [CPD:C00078];', 'L-tyrosine', 'O2', 'O2 [CPD:C00007]', 'more']","['(indol-3-yl)acetamide', '(indol-3-yl)acetamide [CPD:C02693];', '2-phenylacetohydrazide', '2-pyridylacetamide', '3-(methylthio)propanamide', '4-hydroxyphenylacetamide', '5-hydroxyindole-3-acetamide', '5-methylindole-3-acetamide', '?', 'CO2', 'CO2 [CPD:C00011];', 'H2O', 'H2O [CPD:C00001]', 'N-methyl-2-phenylacetamide', 'acetamide', 'indole-3-acetamide', 'phenylacetamide']",0,0,0
(R)-4'-phosphopantothenate:L-cysteine ligase,"['CTP [CPD:C00063];', ""(R)-4'-phosphopantothenate [CPD:C03492];"", 'L-cysteine [CPD:C00097]']","['CMP [CPD:C00055];', 'diphosphate [CPD:C00013];', ""N-[(R)-4'-phosphopantothenoyl]-L-cysteine [CPD:C04352]""]",0,0,0
"ethylenediaminetetraacetate,FMNH2:O2 oxidoreductase (glyoxylate-forming)","['2 FADH2', '2 FMNH2', '2 O2', 'FMNH2', 'FMNH2 [CPD:C01847];', 'O2', 'O2 [CPD:C00007];', 'diethylenetriaminepentaacetate', 'ethylenediaminetetraacetate', 'ethylenediaminetetraacetate [CPD:C00284];', 'ethylenediaminetriacetate', 'ethylenediaminetriacetate [CPD:C21396]', 'more', 'nitrilotriacetate']","['2 FAD', '2 FMN', '2 H2O', '2 glyoxylate', '?', 'FMN', 'FMN [CPD:C00061];', 'H2O', 'H2O [CPD:C00001];', 'diethylenetriaminetetraacetate', ""ethylenediamine-N,N'-diacetate"", ""ethylenediamine-N,N'-diacetate;"", 'ethylenediaminetriacetate', 'ethylenediaminetriacetate [CPD:C21396]', 'glyoxylate', 'glyoxylate [CPD:C00048];', 'nitrilodiacetate']",0,0,0
"dibenzothiophene-5,5-dioxide,FMNH2:oxygen oxidoreductase","['1-methyldibenzothiophene-5,5-dioxide', '2 FMNH2', '2-methyldibenzothiophene-5,5-dioxide', '3,4,6-trimethyldibenzothiophene-5,5-dioxide', '3,6-dimethyldibenzothiophene-5,5-dioxide', '3-methyldibenzothiophene-5,5-dioxide', '4,6-dimethyldibenzothiophene-5,5-dioxide', '4-methyldibenzothiophene-5,5-dioxide', 'FMN-N5-oxide [CPD:C22238]', 'FMNH2 [CPD:C01847];', 'NADH [CPD:C00004];', 'O2', 'O2 [CPD:C00007];', 'dibenz[c,e][1,2] oxathiin 6-oxide', 'dibenz[c,e][1,2]oxathiin 6,6-dioxide', 'dibenzothiophene-5,5-dioxide', 'dibenzothiophene-5,5-dioxide [CPD:C21150];', 'more']","['2 FMN', ""2'-hydroxybiphenyl-2-sulfinate"", ""2'-hydroxybiphenyl-2-sulfinate [CPD:C06742];"", ""2,2'-dihydroxybiphenyl"", '?', 'FMN [CPD:C00061];', 'FMN-N5-oxide [CPD:C22238]', 'H+ [CPD:C00080];', 'H2O', 'H2O [CPD:C00001];', 'NAD+ [CPD:C00003];']",0,0,0
N6-methyl-L-lysine:oxygen oxidoreductase (demethylating),"['N6-methyl-L-lysine [CPD:C02728];', 'H2O [CPD:C00001];', 'O2 [CPD:C00007]']","['L-lysine [CPD:C00047];', 'formaldehyde [CPD:C00067];', 'H2O2 [CPD:C00027]']",0,0,0
"2,5-diamino-6-hydroxy-4-(5-phospho-D-ribosylamino)pyrimidine 2-aminohydrolase","['2,5-diamino-6-hydroxy-4-(5-phospho-D-ribosylamino)pyrimidine;', 'H2O [CPD:C00001]']","['5-amino-6-(5-phospho-D-ribosylamino)uracil;', 'NH3 [CPD:C00014]']",0,0,0
pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating),"[""pyridoxamine 5'-phosphate [CPD:C00647];"", 'H2O [CPD:C00001];', 'O2 [CPD:C00007];', ""pyridoxine 5'-phosphate [CPD:C00627]""]","[""pyridoxal 5'-phosphate [CPD:C00018];"", 'NH3 [CPD:C00014];', 'H2O2 [CPD:C00027]']",0,0,0
D-glucitol:NADP+ oxidoreductase,"['4-chloro-3-oxobutanoate', '5-keto-D-fructose', 'D-fructose', 'D-glucitol', 'D-glucitol [CPD:C00794];', 'D-mannitol', 'D-sorbitol', 'D-xylitol', 'H+', 'L-fructose', 'L-sorbose', 'NADP+', 'NADP+ [CPD:C00006]', 'NADPH', 'erythritol', 'more', 'ribulose', 'tagatose', 'xylulose']","['(S)-4-chloro-3-hydroxybutanoate', '?', 'D-mannitol', 'D-mannose', 'D-sorbitol', 'D-sorbose', 'D-xylose', 'H+', 'H+ [CPD:C00080]', 'L-fructose', 'L-sorbitol', 'L-sorbose', 'L-sorbose [CPD:C00247];', 'NADP+', 'NADPH', 'NADPH [CPD:C00005];']",0,0,0
reduced adrenodoxin:NADP+ oxidoreductase,"['reduced adrenodoxin [CPD:C00662];', 'NADP+ [CPD:C00006];', 'H+ [CPD:C00080]']","['oxidized adrenodoxin [CPD:C00667];', 'NADPH [CPD:C00005]']",0,0,0
acetyl-CoA:N-hydroxyarylamine O-acetyltransferase,"['acetyl-CoA [CPD:C00024];', 'N-hydroxyarylamine [CPD:C16685]']","['CoA [CPD:C00010];', 'N-acetoxyarylamine [CPD:C16684]']",0,0,0
L-glutamate gamma-semialdehyde:NAD+ oxidoreductase,"['L-glutamate 5-semialdehyde [CPD:C01165];', 'NAD+ [CPD:C00003];', 'H2O [CPD:C00001]']","['L-glutamate [CPD:C00025];', 'NADH [CPD:C00004];', 'H+ [CPD:C00080]']",0,0,0
shikimate:NADP+ 3-oxidoreductase,"['3-dehydroquinate', '3-dehydroshikimate', 'H+', 'L-quinate', 'NAD(P)+', 'NAD(P)H', 'NAD+', 'NADH', 'NADP+', 'NADP+ [CPD:C00006]', 'NADPH', 'more', 'quinate', 'shikimate', 'shikimate [CPD:C00493];']","['3-dehydroquinate', '3-dehydroshikimate', '3-dehydroshikimate [CPD:C02637];', '?', 'H+', 'H+ [CPD:C00080]', 'H2O', 'NAD(P)+', 'NAD(P)H', 'NAD+', 'NADH', 'NADP+', 'NADPH', 'NADPH [CPD:C00005];', 'quinate', 'shikimate']",0,0,0
S-adenosyl-L-methionine:tRNA (carboxymethyluridine34-5-O)-methyltransferase,"['S-adenosyl-L-methionine [CPD:C00019];', 'carboxymethyluridine34 in tRNA']","['S-adenosyl-L-homocysteine [CPD:C00021];', '5-(2-methoxy-2-oxoethyl)uridine34 in tRNA']",0,0,0
D-glucuronate aldose-ketose-isomerase,['D-glucuronate [CPD:C00191]'],['D-fructuronate [CPD:C00905]'],0,0,0
long-chain fatty acid:CoA ligase (AMP-forming),"['ATP [CPD:C00002];', 'long-chain fatty acid [CPD:C00638];', 'CoA [CPD:C00010]']","['AMP [CPD:C00020];', 'diphosphate [CPD:C00013];', 'acyl-CoA [CPD:C00040]']",0,0,0
"2,4-dinitrotoluene,NADH:oxygen oxidoreductase (4,5-hydroxylating, nitrite-releasing)","['1,2,4-benzenetriol', '2,4-dinitrotoluene', '2,4-dinitrotoluene [CPD:C11006];', '2,6-dinitrotoluene', '2-amino-3-nitrotoluene', '2-amino-5-nitrotoluene', '2-amino-6-nitrotoluene', '2-methoxyphenol', '2-nitrophenol', '2-nitrotoluene', '3-amino-4-nitrotoluene', '3-methyl-4-nitrophenol', '3-nitrophenol', '3-nitrotoluene', '4-amino-2-nitrotoluene', '4-amino-3-nitrotoluene', '4-methyl-5-nitrocatechol', '4-nitrocatechol', '4-nitrotoluene', '5-amino-2-nitrotoluene', 'H+', 'NAD+', 'NADH', 'NADH [CPD:C00004];', 'O2', 'O2 [CPD:C00007]', 'acenaphthene', 'indan', 'indene', 'indole', 'indoline', 'm-cresol', 'm-methoxyphenol', 'm-nitrophenol', 'more', 'naphthalene', 'nitrite', 'o-cresol', 'o-methoxyphenol', 'o-nitrophenol', 'phenetole']","['(+)-cis-(1R,2S)-dihydroxy-1,2-dihydronaphthalene', '(1R,2S)-cis-1,2-dihydroxy-1,2-dihydronaphthalene', '(1R,3S)-cis-1,2-dihydro-1,2-dihydroxynaphthalene', '1,2-dihydroxyindan', '1-acenaphthenol', '1-indanol', '1-indanone', '1-indenol', '2,4-dinitrotoluene', '2-amino-3-nitrobenzylalcohol', '2-amino-4-nitro-3-cresol', '2-amino-4-nitro-m-cresol', '2-amino-5-nitro-o-cresol', '2-amino-5-nitrobenzyl alcohol', '2-amino-5-nitrobenzylalcohol', '2-hydroxybenzyl alcohol', '2-nitrobenzyl alcohol', '3-amino-4-nitrobenzyl alcohol', '3-amino-4-nitrobenzylalcohol', '3-amino-5-nitro-4-cresol', '3-amino-5-nitro-p-cresol', '3-methyl-4-nitrocatechol', '3-nitrobenzyl alcohol', '3-nitrocatechol', '4-amino-3-nitrobenzylalcohol', '4-methyl-5-nitrocatechol', '4-methyl-5-nitrocatechol [CPD:C18315];', '4-methylcatechol', '4-nitrobenzyl alcohol', '4-nitrocatechol', '?', 'H2O', 'NAD+', 'NAD+ [CPD:C00003]', 'NADH', 'O2', 'aminonitrocresol', 'cis-1,2-dihydroxy-1,2-dihydronaphthalene', 'indene', 'indigo', 'indole', 'methoxyhydroquinone', 'methylhydroquinone', 'nitrite', 'nitrite [CPD:C00088];', 'nitrohydroquinone', 'phenol']",0,0,0
"9H-carbazole,NAD(P)H:oxygen oxidoreductase (2,3-hydroxylating)","['9-fluorenone', '9H-carbazole', '9H-carbazole [CPD:C08060];', 'H+', 'H+ [CPD:C00080];', 'N-ethylcarbazole', 'N-methylcarbazole', 'NAD(P)H', 'NADH', 'NADH [CPD:C00004];', 'NADPH', 'NADPH [CPD:C00005];', 'O2', 'O2 [CPD:C00007]', 'anthracene', 'biphenyl', 'carbazole', 'dibenzo-4-dioxin', 'dibenzo-p-dioxin', 'dibenzofuran', 'dibenzothiophene', 'fluoranthene', 'fluorene', 'more', 'naphthalene', 'phenanthrene', 'phenazine', 'phenothiazine', 'phenoxathiin', 'phenoxazine', 'pyrene', 'xanthene']","['1,1a-dihydroxy-1-hydrofluoren-9-one', '1-naphthol', ""2'-aminobiphenyl-2,3-diol"", ""2'-aminobiphenyl-2,3-diol [CPD:C08061];"", ""2,2',3-trihydroxybiphenyl"", ""2,2',3-trihydroxybiphenyl ether"", ""2,2',3-trihydroxydiphenyl ether"", ""2,2',3-trihydroxydiphenyl sulfide"", ""2,2',3-trihydroxydiphenylmethane"", '2-hydroxybiphenyl', '3-hydroxybiphenyl', '9-fluorenol', '9-fluorenone', '9-hydroxyfluorene', '?', 'H2O', 'NAD(P)+', 'NAD+', 'NAD+ [CPD:C00003];', 'NADP+', 'NADP+ [CPD:C00006]', 'biphenyl dihydrodiol', 'cis-1,2-dihydroxy-1,2-dihydroanthracene', 'cis-1,2-dihydroxy-1,2-dihydronaphthalene', 'cis-2,3-dihydroxy-2,3-dihydrobiphenyl', 'cis-2,3-dihydroxy-2,3-dihydrofluoranthene', 'dibenzothiophene 5-oxide', 'dibenzothiophene sulfoxide', 'dibenzothiophene-5-oxide', 'fluorene dihydrodiol', 'monohydroxyfluoranthene', 'monohydroxyfluorene', 'monohydroxyphenanthrene', 'phenanthrene dihydrodiol']",0,0,0
ammonia:NAD(P)+ oxidoreductase,"['NH3 [CPD:C00014];', 'NAD+ [CPD:C00003];', 'NADP+ [CPD:C00006];', 'H2O [CPD:C00001]']","['nitrite [CPD:C00088];', 'NADH [CPD:C00004];', 'NADPH [CPD:C00005];', 'H+ [CPD:C00080]']",0,0,0
"phenol,NADH:oxygen oxidoreductase (2-hydroxylating)","['H+', 'H+ [CPD:C00080];', 'NADH', 'NADH [CPD:C00004];', 'O2', 'O2 [CPD:C00007]', 'benzene', 'phenol', 'phenol [CPD:C00146];', 'tyrosol']","['H2O', 'H2O [CPD:C00001]', 'NAD+', 'NAD+ [CPD:C00003];', 'catechol', 'catechol [CPD:C00090];', 'hydroxytyrosol', 'phenol']",0,0,0
D-amino acid:quinone oxidoreductase (deaminating),"['D-amino acid [CPD:C00405];', 'H2O [CPD:C00001];', 'quinone [CPD:C15602]']","['2-oxo carboxylate [CPD:C00161];', 'NH3 [CPD:C00014];', 'quinol [CPD:C15603]']",0,0,0
"linoleoyl-lipid,ferrocytochrome-b5:oxygen 11,14 allylic oxidase (11E,13Z-forming)","['(9Z,12Z)-hexadec-9,12-dienoyl-[glycerolipid]', '(9Z,12Z)-octadec-9,12-dienoyl-[glycerolipid]', '(9Z,12Z,15Z)-octadec-9,12,15-trienoyl-[glycerolipid]', 'H+', 'H+ [CPD:C00080]', 'O2', 'O2 [CPD:C00007];', 'ferrocytochrome b5', 'ferrocytochrome b5 [CPD:C00999];', 'linoleoyl-[glycerolipid]', 'linoleoyl-[glycerolipid] [CPD:C21529];', 'more']","['(9Z,11E,13Z)-octadeca-9,11,13-trienoyl-[glycerolipid]', '(9Z,11E,13Z)-octadeca-9,11,13-trienoyl-[glycerolipid];', '?', 'H2O', 'H2O [CPD:C00001]', 'ferricytochrome b5', 'ferricytochrome b5 [CPD:C00996];']",0,0,0
pyranose:acceptor oxidoreductase,"['1,4-benzoquinone', '2 1,4-benzoquinone', ""2,2'-azino-bis(3-ethylbenzothiazoline-6-sulfonic acid)"", ""2,2'-azino-bis[3-ethylbenzothiazoline]-6-sulfonic acid"", '2,3-didehydro-D-glucose', '2,5-chloro-1,4-benzoquinone', '2,6-dichloroindophenol', '2,6-dichlorophenolindophenol', '2-(hydroxymethyl)-6-methoxy-1,4-benzoquinone', '2-chloro-1,4-benzoquinone', '2-dehydro-D-xylose', '2-dehydrolactose', '2-deoxy-D-galactose', '2-deoxy-D-glucose', '2-hydroxymethylphenyl-beta-D-glucopyranoside', '3,5-di-t-butyl-1,2-benzoquinone', '3,5-di-tert-butyl-1,2-benzoquinone', '3,5-di-tert-butyl-1,4-benzoquinone', '3-dehydro-D-glucose', '3-ethylbenzthiazolin-6-sulfonic acid cation radical', '3-fluoro-3-deoxy-D-glucose', '4-hydroxyphenyl-beta-D-glucopyranoside', '6-deoxy-D-glucose', 'CuSO4', 'D-allose', 'D-arabino-2-hexosulose', 'D-arabinose', 'D-cellobiose', 'D-fructose', 'D-galactose', 'D-glucono-1,5-lactone', 'D-glucosamine', 'D-glucose', 'D-gulose', 'D-lyxose', 'D-maltoheptaose', 'D-maltopentaose', 'D-maltose', 'D-maltotriose', 'D-mannose', 'D-ribose', 'D-ribulose', 'D-sorbose', 'D-tagatose', 'D-talose', 'D-trehalose', 'D-xylose', 'Fe3+', 'L-arabinose', 'L-fucose', 'L-glucose', 'L-sorbose', 'L-xylobiose', 'O2', 'a pyranoside', 'acceptor', 'acceptor [CPD:C00028];', 'aldopyranose', 'alpha,alpha-trehalose', 'benzoquinone', 'beta-lactose', 'cellobiitol', 'cellobiose', 'cellotetraose', 'cellotriose', 'dimethylaminomethyl-ferricenium', 'erlose', 'ferricenium hexafluorophosphate', 'ferricenium ion', 'ferricyanide', 'ferrocenium ion', 'gentiobiose', 'lactose', 'maltose', 'maltotetraose', 'maltotriose', 'melezitose', 'melibiose', 'melizitose', 'methyl alpha-D-glucopyranoside', 'methyl alpha-D-mannopyranoside', 'methyl beta-D-glucopyranoside', 'methyl-1,4-benzoquinone', 'methyl-alpha-D-galactopyranose', 'methyl-alpha-D-galactopyranoside', 'methyl-alpha-D-glucopyranoside', 'methyl-beta-D-glucopyranoside', 'more', 'palatinose', 'pyranose', 'pyranose [CPD:C15592];', 'pyranoside', 'pyranoside [CPD:C15594]', 'quinone', 'raffinose', 'sucrose', 'tetrachloro-1,4-benzoquinone', 'tetrafluoro-1,4-benzoquinone', 'trehalose', 'xylobiose']","['2 hydroquinone', '2,3-didehydro-D-galactose', '2,3-didehydro-D-glucose', '2,3-didehydro-D-xylose', '2,3-didehydrolactose', '2,3-didehydropyranose', '2-aldoketose', '2-dehydro-D-allose', '2-dehydro-D-arabinose', '2-dehydro-D-galactose', '2-dehydro-D-glucose', '2-dehydro-D-mannose', '2-dehydro-D-ribose', '2-dehydro-D-xylose', '2-dehydro-L-arabinose', '2-dehydro-L-glucose', '2-dehydro-L-sorbose', '2-dehydro-cellobiose', '2-dehydro-lactose', '2-dehydro-maltose', '2-dehydrolactose', '2-dehydropyranose', '2-dehydropyranose (or 3-dehydropyranose or 2,3-didehydropyranose)', ""3'-dehydrosucrose"", ""3,3'-didehydro-alpha,alpha-trehalose"", '3,4-didehydropyranoside', '3-dehydro-D-glucose', '3-dehydroerlose', '3-dehydromelizitose', '3-dehydropyranose', '?', 'Fe2+', 'H+', 'H2O2', 'a 3,4-didehydropyranoside', 'a 3-dehydropyranoside', 'a 3-dehydropyranoside (or 3,4-didehydropyranoside)', 'ferrocene', 'ferrocyanide', 'hydroquinone', 'lactobiono-1,5-lactone', 'methyl-alpha-3-dehydro-D-galactopyranoside', 'methyl-alpha-3-dehydro-D-glucopyranoside', 'methyl-beta-3-dehydro-D-glucopyranoside', 'pyranos-2,3-diulose;', 'pyranos-2-ulose;', 'pyranos-3-ulose;', 'pyranosid-3,4-diulose', 'pyranosid-3-ulose;', ""reduced 2,2'-azino-bis(3-ethylbenzothiazoline-6-sulfonic acid)"", 'reduced 2,6-dichlorophenolindophenol', 'reduced 3,5-di-tert-butyl-1,2-benzoquinone', 'reduced acceptor', 'reduced acceptor [CPD:C00030];']",0,0,0
D-arginine:acceptor oxidoreductase (deaminating),"['D-arginine [CPD:C00792];', 'acceptor [CPD:C00028];', 'H2O [CPD:C00001];', 'iminoarginine [CPD:C21026]']","['5-guanidino-2-oxopentanoate [CPD:C03771];', 'NH3 [CPD:C00014];', 'reduced acceptor [CPD:C00030];', 'iminoarginine [CPD:C21026]']",0,0,0
"N,N-dimethylglycine:oxygen oxidoreductase (demethylating)","['N,N-dimethylglycine [CPD:C01026];', 'H2O [CPD:C00001];', 'O2 [CPD:C00007]']","['sarcosine [CPD:C00213];', 'formaldehyde [CPD:C00067];', 'H2O2 [CPD:C00027]']",0,0,0
formyl-L-methionyl peptide amidohydrolase,"['formyl-L-methionyl peptide [CPD:C11439];', 'H2O [CPD:C00001]']","['formate [CPD:C00058];', 'methionyl peptide [CPD:C11440]']",0,0,0
Fe(II)-siderophore:NAD(P)+ oxidoreductase,"['2 Fe(II)-ferrozine', '2 Fe(II)-siderophore', '2 Fe(III)-EDTA', '2 Fe(III)-ferrozine', '2 Fe(III)-siderophore', '2 Fe3+', '3 ferrozine', 'Fe(II)-siderophore;', 'H+', 'H+ [CPD:C00080]', 'NAD(P)+', 'NAD+ [CPD:C00003];', 'NADH', 'NADP+ [CPD:C00006];', 'NADPH', 'more']","['2 Fe(II)-EDTA', '2 Fe(II)-ferrozine', '2 Fe(II)-siderophore', '2 Fe(III)-ferrozine', '2 Fe(III)-siderophore', '?', 'Fe(III)-siderophore;', 'H+', 'NAD(P)H', 'NAD+', 'NADH [CPD:C00004];', 'NADP+', 'NADPH [CPD:C00005]']",0,0,0
7-chloro-L-tryptophan:oxygen oxidoreductase,"['7-chloro-L-tryptophan [CPD:C19687];', 'O2 [CPD:C00007]']","['2-imino-3-(7-chloroindol-3-yl)propanoate [CPD:C19688];', 'H2O2 [CPD:C00027]']",0,0,0
acetyl-CoA:1-alkyl-sn-glycero-3-phosphocholine 2-O-acetyltransferase,"['acetyl-CoA [CPD:C00024];', '1-alkyl-sn-glycero-3-phosphocholine [CPD:C04317]']","['CoA [CPD:C00010];', '2-acetyl-1-alkyl-sn-glycero-3-phosphocholine [CPD:C04598]']",0,0,0
squalene:FAD oxidoreductase (hydroxylating),"['squalene [CPD:C00751];', 'FAD [CPD:C00016];', 'H2O [CPD:C00001]']","['hydroxysqualene [CPD:C21116];', 'FADH2 [CPD:C01352]']",0,0,0
carotenoid psi-end group lyase (ring-opening),['carotenoid psi-end group'],['carotenoid epsilon-end group'],0,0,0
