ec,SYSNAME,SUBSTRATE,PRODUCT,bin,OxidativeHalf,ReductionHalf
1.14.13.16,"cyclopentanone,NADPH:oxygen oxidoreductase (5-hydroxylating, lactonizing)","[""(1R,5S)-8-oxabicyclo[3.2.1]oct-6-en-3-one"", ""2-methylcyclohexanone"", ""4-acetoxy-cyclohexanone"", ""4-acetoxycyclohexanone"", ""4-allyl-cyclohexanone"", ""4-allyloxycyclohexanone"", ""4-benzyloxycyclohexanone"", ""4-chlorocyclohexanone"", ""4-ethoxy-cyclohexanone"", ""4-ethoxycyclohexanone"", ""4-ethyl-cyclohexanone"", ""4-hydroxy-4-allyl-cyclohexanone"", ""4-hydroxy-4-ethyl-cyclohexanone"", ""4-hydroxy-4-methyl-cyclohexanone"", ""4-hydroxy-cyclohexanone"", ""4-methoxy-cyclohexanone"", ""4-methyl-cyclohexanone"", ""4-n-propyl-cyclohexanone"", ""H+"", ""NADPH"", ""O2"", ""butan-2-one"", ""cyclobutanone"", ""cycloheptanone"", ""cyclohexanone"", ""cyclooctanone"", ""cyclopentanone"", ""more"", ""norbornanone""]","[""(1S,6S)-3,9-dioxabicyclo[4.2.1]non-7-en-4-one"", ""1-oxa-2-oxo-3-methylcycloheptane"", ""1-oxa-2-oxocycloheptane"", ""1-oxa-2-oxocyclononane"", ""1-oxa-2-oxocyclooctane"", ""4-acetoxy-hexano-6-lactone"", ""4-allyl-hexano-6-lactone"", ""4-ethoxy-hexano-6-lactone"", ""4-ethyl-hexano-6-lactone"", ""4-hydroxy-hexano-6-lactone"", ""4-methoxy-hexano-6-lactone"", ""4-methyl-hexano-6-lactone"", ""4-n-propyl-hexano-6-lactone"", ""5-acetoxyoxepan-2-one"", ""5-allyloxyoxepan-2-one"", ""5-benzyloxyoxepan-2-one"", ""5-chlorooxepan-2-one"", ""5-ethoxyoxepane-2-one"", ""5-valerolactone"", ""?"", ""H2O"", ""NADP+"", ""butyrolactone""]",0,0,0
1.14.13.160,"[(1R)-2,2,3-trimethyl-5-oxocyclopent-3-enyl]acetyl-CoA,NADPH:oxygen oxidoreductase (1,5-lactonizing)","[""(+-)-cis-bicyclo[3.2.0]hept-2-en-6-one"", ""2,3,4,5-tetramethyl-2-cyclopenten-1-one"", ""2-cyclohexen-1-one"", ""2-cyclopenten-1-one"", ""2-ethylcyclopentanone"", ""2-methylcyclohexanone"", ""2-n-hexylcyclopentanone"", ""2-oxo-DELTA3-4,5,5-trimethylcyclopentenylacetic acid"", ""2-oxo-DELTA3-4,5,5-trimethylcyclopentenylacetyl-CoA"", ""2-oxocyclopentyl acetic acid"", ""2-oxocyclopentyl ethyl acetate"", ""3,5,5-trimethyl-2-cyclohexen-1-one"", ""3-methyl-2-cyclohexen-1-one"", ""3-methyl-2-cyclopenten-1-one"", ""4-methylcyclohexanone"", ""H+"", ""NADPH"", ""O2"", ""[(1R)-2,2,3-trimethyl-5-oxocyclopent-3-enyl]acetyl-CoA"", ""bicyclo[3.2.0]hept-2-en-6-one"", ""cyclobutanone"", ""more"", ""norcamphor""]","[""(6-oxotetrahydro-2H-pyran-2-yl)acetic acid"", ""5-methyloxepan-2-one"", ""6-ethyltetrahydro-2H-pyran-2-one"", ""6-hexyltetrahydro-2H-pyran-2-one"", ""7-methyloxepan-2-one"", ""?"", ""H2O"", ""NADP+"", ""[(2R)-3,3,4-trimethyl-6-oxo-3,6-dihydro-1H-pyran-2-yl]acetyl-CoA"", ""delta-lactone of 5-hydroxy-3,4,4-trimethyl-A2-pimelyl-CoA"", ""ethyl (6-oxotetrahydro-2H-pyran-2-yl)acetate""]",0,0,0
1.14.13.161,"(+)-camphor,NADPH:oxygen oxidoreductase (6-exo-hydroxylating)","[""(+)-camphor"", ""H+"", ""NADPH"", ""O2"", ""limonene"", ""more""]","[""(+)-6-exo-hydroxycamphor"", ""(-)-perillyl alcohol"", ""?"", ""H2O"", ""NADP+""]",0,0,0
1.14.13.163,"4-(6-hydroxypyridin-3-yl)-4-oxobutanoate,NADH:oxygen oxidoreductase (3-hydroxylating, succinate semialdehyde releasing)","[""2 H+"", ""2 NADH"", ""4-(6-hydroxypyridin-3-yl)-4-oxobutanoate"", ""6-hydroxy-3-succinoylpyridine"", ""O2"", ""more""]","[""2 NAD+"", ""2,5-dihydroxypyridine"", ""?"", ""H2O"", ""succinate semialdehyde""]",0,0,0
1.14.13.166,"4-nitrocatechol,NAD(P)H:oxygen 4-oxidoreductase (4-hydroxylating, nitrite-forming)","[""2,4,5-trichlorophenol"", ""2,4,6-trichlorophenol"", ""2,4-dinitrophenol"", ""3-chlorophenol"", ""3-cresol"", ""3-nitrophenol"", ""4-chlorocatechol"", ""4-chlorophenol"", ""4-chlororesorcinol"", ""4-cresol"", ""4-methylcatechol"", ""4-nitrocatechol"", ""4-nitrophenol"", ""H+"", ""NAD(P)H"", ""NADH"", ""NADPH"", ""O2"", ""more"", ""phenol""]","[""1,2,4-trihydroxybenzene"", ""2,5-dichlorohydroquinone"", ""2,6-dichlorohydroquinone"", ""2-hydroxy-1,4-benzoquinone"", ""2-nitrohydroquinone"", ""3-nitrohydroquinone"", ""4-hydroxy-4-methyl-2,5-cyclohexadien-1-one"", ""5-chloro-2-hydroxyquinol"", ""6-chloro-2-hydroxyquinol"", ""?"", ""H2O"", ""NAD(P)+"", ""NAD+"", ""NADP+"", ""hydroquinone"", ""nitrite""]",0,0,0
1.14.13.167,"4-nitrophenol,NAD(P)H:oxygen 4-oxidoreductase (4-hydroxylating, nitrite-forming)","[""2,4,6-trinitrophenol"", ""2-chloro-4-nitrophenol"", ""3-methyl-4-nitrophenol"", ""4-nitrocatechol"", ""4-nitrophenol"", ""H+"", ""NADH"", ""NADPH"", ""O2"", ""more""]","[""1,2,4-trihydroxybenzene"", ""1,4-benzoquinone"", ""2-chloro-1,4-benzoquinone"", ""2-methyl-1,4-benzoquinone"", ""4-benzoquinone"", ""?"", ""H2O"", ""NAD+"", ""NADP+"", ""nitrite""]",0,0,0
1.14.13.168,"indole-3-pyruvate,NADPH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)","[""(indol-3-yl)pyruvate"", ""H+"", ""NADPH"", ""O2"", ""phenylpyruvate""]","[""(indol-3-yl)acetate"", ""CO2"", ""H2O"", ""NADP+"", ""phenylacetate""]",0,0,0
1.14.13.170,"1-deoxy-11-oxopentalenate,NADH:oxygen oxidoreductase (pentalenolactone-D forming)","[""1-deoxy-11-oxopentalenic acid"", ""H+"", ""NADPH"", ""O2""]","[""H2O"", ""NADP+"", ""pentalenolactone D""]",0,0,0
1.14.13.171,"1-deoxy-11-oxopentalenate,NADH:oxygen oxidoreductase (neopentalenolactone-D forming)","[""1-deoxy-11-oxopentalenate"", ""H+"", ""NADPH"", ""O2""]","[""H2O"", ""NADP+"", ""neopentalenolactone D""]",0,0,0
1.14.13.18,"4-hydroxyphenylacetate,NAD(P)H:oxygen oxidoreductase (1-hydroxylating)","[""4-hydroxy-2-methylphenylacetate"", ""4-hydroxyhydratropate"", ""4-hydroxyphenoxyacetate"", ""4-hydroxyphenylacetate"", ""?"", ""NAD(P)H"", ""O2"", ""more""]","[""2-methylhomogentisate"", ""?"", ""H2O"", ""NAD(P)+"", ""glycolate"", ""homogentisate"", ""hydroquinone""]",0,0,0
1.14.13.180,"aklavinone,NADPH:oxygen oxidoreductase (12-hydroxylating)","[""11-deoxy-beta-L-rhodomycinone"", ""H+"", ""NADH"", ""NADPH"", ""O2"", ""aklavinone"", ""more""]","[""?"", ""H2O"", ""NAD+"", ""NADP+"", ""beta-rhodomycinone"", ""epsilon-rhodomycinone""]",0,0,0
1.14.13.182,"2-heptyl-4(1H)-quinolone,NADH:oxygen oxidoreductase (3-hydroxylating)","[""2-heptyl-4(1H)-quinolone"", ""2-nonyl-4(1H)-quinolone"", ""2-pentyl-4(1H)-quinolone"", ""2-propyl-4(1H)-quinolone"", ""H+"", ""NADH"", ""NADPH"", ""O2""]","[""2-heptyl-3-hydroxy-4(1H)-quinolone"", ""3-hydroxy-2-nonyl-4(1H)-quinolone"", ""3-hydroxy-2-pentyl-4(1H)-quinolone"", ""3-hydroxy-2-propyl-4(1H)-quinolone"", ""H2O"", ""NAD+"", ""NADP+""]",0,0,0
1.14.13.187,"dTDP-beta-L-evernosamine,NADPH:oxygen oxidoreductase (N-hydroxylating)","[""2 H+"", ""2 NADPH"", ""2 O2"", ""H+"", ""NADPH"", ""O2"", ""TDP-L-epi-vancosamine"", ""dTDP-N-hydroxy-beta-L-evernosamine"", ""dTDP-beta-L-evernosamine"", ""more""]","[""2 H2O"", ""2 NADP+"", ""3 H2O"", ""?"", ""H2O"", ""NADP+"", ""dTDP-2,3,6-trideoxy-3-C-methyl-4-O-methyl-3-nitroso-beta-L-arabino-hexopyranose"", ""dTDP-N-hydroxy-beta-L-evernosamine""]",0,0,0
1.14.13.19,"taxifolin,NAD(P)H:oxygen oxidoreductase (8-hydroxylating)","[""(-)-fustin"", ""NADH"", ""NADPH"", ""O2"", ""taxifolin""]","[""2,3-dihydrogossypetin"", ""?"", ""H2O"", ""NAD+"", ""NADP+""]",0,0,0
1.14.13.195,"L-ornithine,NADPH:oxygen oxidoreductase (N5-hydroxylating)","[""H+"", ""L-lysine"", ""L-ornithine"", ""NADH"", ""NADPH"", ""O2"", ""more""]","[""?"", ""H2O"", ""L-lysine N6-oxide"", ""L-ornithine N5-oxide"", ""N5-hydroxy-L-lysine"", ""N5-hydroxy-L-ornithine"", ""NAD+"", ""NADP+"", ""NADPH""]",0,0,0
1.14.13.196,"L-ornithine,NAD(P)H:oxygen oxidoreductase (N5-hydroxylating)","[""H+"", ""L-ornithine"", ""NAD(P)H"", ""NADH"", ""NADPH"", ""O2"", ""more""]","[""?"", ""H2O"", ""N5-hydroxy-L-ornithine"", ""NAD(P)+"", ""NAD+"", ""NADP+""]",0,0,0
1.14.13.2,"4-hydroxybenzoate,NADPH:oxygen oxidoreductase (3-hydroxylating)","[""2,3-dihydroxybenzoate"", ""2,4-dihydroxybenzoate"", ""2,5-dihydroxybenzoate"", ""2-chloro-4-hydroxybenzoate"", ""2-fluoro-4-hydroxybenzoate"", ""3,4-dihydroxybenzoate"", ""3,4-dihydroxybenzoic acid"", ""3,5-dihydroxybenzoate"", ""3-Chloro-4-hydroxybenzoate"", ""3-Fluoro-4-hydroxybenzoate"", ""3-bromo-4-hydroxybenzoate"", ""3-chlorophenol"", ""3-hydroxyanthranilate"", ""4-aminobenzoate"", ""4-chlorophenol"", ""4-chlororesorcinol"", ""4-hydroxybenzoate"", ""4-mercaptobenzoate"", ""4-nitrophenol"", ""4-toluate"", ""H+"", ""NADH"", ""NADP+"", ""NADPH"", ""O2"", ""benzene sulfonate"", ""ferricyanide"", ""hydroquinone"", ""m-hydroxybenzoate"", ""more"", ""p-hydroxybenzoate""]","[""2,3,4-trihydroxybenzoate"", ""2,4,5-trihydroxybenzoate"", ""4,4'-dithiobisbenzoate"", ""?"", ""H2O"", ""NAD+"", ""NADP+"", ""ferrocyanide"", ""gallic acid"", ""protocatechuate""]",0,0,0
1.14.13.20,"2,4-dichlorophenol,NADPH:oxygen oxidoreductase (6-hydroxylating)","[""2,3-dichlorophenol"", ""2,4,5-trichlorophenol"", ""2,4,6-trichlorophenol"", ""2,4-dibromophenol"", ""2,4-dichlorophenol"", ""2,5-dichlorophenol"", ""2,6-dichlorophenol"", ""2-bromo-4-chlorophenol"", ""2-chloro-4-nitrophenol"", ""2-chlorophenol"", ""2-cresol"", ""2-methylphenol"", ""3,4-dichlorophenol"", ""3,5-dichlorophenol"", ""3-chlorophenol"", ""4-bromo-2-chlorophenol"", ""4-bromophenol"", ""4-chloro-2-methylphenol"", ""4-chloro-2-nitrophenol"", ""4-chlorophenol"", ""H+"", ""NADPH"", ""O2"", ""more""]","[""3,4-dichlorocatechol"", ""3,5-dichlorocatechol"", ""3,6-dichlorocatechol"", ""3-bromo-5-chlorocatechol"", ""3-chlorocatechol"", ""4-chlorocatechol"", ""5-bromo-3-chlorocatechol"", ""5-chloro-3-methylcatechol"", ""5-chlorocatechol"", ""?"", ""H2O"", ""NADP+""]",0,0,0
1.14.13.200,"tetracenomycin A2,NAD(P)H:O2 oxidoreductase (tetracenomycin C forming)","[""2 H+"", ""2 NAD(P)H"", ""2 NADH"", ""2 NADPH"", ""2 O2"", ""tetracenomycin A2"", ""tetracenomycin B2""]","[""2 NAD(P)+"", ""2 NAD+"", ""2 NADP+"", ""8-demethyl tetracenomycin C"", ""H2O"", ""tetracenomycin C""]",0,0,0
1.14.13.208,"benzoyl-CoA,NADPH:oxygen oxidoreductase (2,3-epoxydizing)","[""2-fluorobenzoyl-CoA"", ""4-fluorobenzoyl-CoA"", ""H+"", ""NADPH"", ""O2"", ""benzoyl-CoA"", ""more""]","[""2,3-dihydro-2,3-dihydroxybenzoyl-CoA"", ""2,3-epoxy-2,3-dihydrobenzoyl-CoA"", ""?"", ""H2O"", ""NADP+""]",0,0,0
1.14.13.210,"4-methyl-5-nitrocatechol,NAD(P)H:oxygen 5-oxidoreductase (5-hydroxylating, nitrite-forming)","[""3-methyl-4-nitrophenol"", ""4-methyl-5-nitrocatechol"", ""4-nitrophenol"", ""5-nitrocatechol"", ""H+"", ""NADPH"", ""O2"", ""more""]","[""2-hydroxy-5-methylquinone"", ""2-hydroxyquinone"", ""2-methyl-4-benzoquinone"", ""4-benzoquinone"", ""?"", ""H2O"", ""NADP+"", ""nitrite""]",0,0,0
1.14.13.211,rifampicin:NAD(P)H:oxygen oxidoreductase (2'-N-hydroxyrifampicin-forming),"[""NAD(P)H"", ""O2"", ""more"", ""rifampicin""]","[""2'-N-hydroxyrifampicin"", ""?"", ""H2O"", ""NAD(P)+""]",0,0,0
1.14.13.212,"1,3,7-trimethylurate,NADH:oxygen oxidoreductase (1,3,7-trimethyl-5-hydroxyisourate forming)","[""1,3,7-trimethylurate"", ""1,3-dimethylurate"", ""1-methylurate"", ""3,7-dimethylurate"", ""H+"", ""NADH"", ""O2"", ""more""]","[""1,3,7-trimethyl-5-hydroxyisourate"", ""1,3-dimethyl-5-hydroxyisourate"", ""1-methyl-5-hydroxyisourate"", ""3,7-dimethyl-5-hydroxyisourate"", ""?"", ""H2O"", ""NAD+""]",0,0,0
1.14.13.215,"protoasukamycin,NADH:oxygen oxidoreductase (4-hydroxylating)","[""H+"", ""NADH"", ""NADPH"", ""O2"", ""protoasukamycin""]","[""4-hydroxyprotoasukamycin"", ""H2O"", ""NAD+"", ""NADP+""]",0,0,0
1.14.13.216,"asperlicin C,NAD(P)H:oxygen oxidoreductase","[""FADH2"", ""O2"", ""asperlicin C"", ""more""]","[""?"", ""FAD"", ""H2O"", ""asperlicin E""]",0,0,0
1.14.13.217,"protodeoxyviolaceinate,NAD(P)H:O2 oxidoreductase","[""H+"", ""NAD(P)H"", ""NADPH"", ""O2"", ""more"", ""protodeoxyviolaceinate""]","[""?"", ""NAD(P)+"", ""NADP+"", ""protoviolaceinate""]",0,0,0
1.14.13.218,"5-methylphenazine-1-carboxylate,NADH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)","[""5-methylphenazine-1-carboxylate"", ""NADH"", ""O2"", ""more""]","[""?"", ""CO2"", ""H2O"", ""NAD+"", ""pyocyanin""]",0,0,0
1.14.13.22,"cyclohexanone,NADPH:oxygen oxidoreductase (lactone-forming)","[""(+)-camphor"", ""(+)-dihydrocarvone"", ""(1R)-bicyclo[2.2.1]heptane-2,5-dione"", ""(1aS,4aS,8aS)-8a-methylhexahydronaphthalene-1,6-dione"", ""(2R)-2-ethylcyclohexanone"", ""(2R,6S)-2,6-dimethylcyclohexanone"", ""(2S)-2-(prop-2-en-1-yl)cyclohexanone"", ""(3R)-3-(1-methylethenyl)cyclohexanone"", ""(4aR,8aS)-8a-methylhexahydronaphthalene-1,6(2H,5H)-dione"", ""(S)-dithiane sulfoxide"", ""1,2-cyclohexandione"", ""1,3-cyclohexandione"", ""1,3-dithiane"", ""1,4-cyclohexandione"", ""1,4-dioxaspiro[4.5]decan-8-one"", ""1-oxa-2-oxocycloheptane"", ""1-phenyl-2-propanone"", ""2 thioanisole"", ""2,2,6-trimethylcyclohexanone"", ""2-butanone"", ""2-hexyl-cyclopentanone"", ""2-hexylcyclopentanone"", ""2-hydroxycyclobutanone"", ""2-hydroxycyclohexanone"", ""2-hydroxyethyl methyl sulfide"", ""2-methyl-cyclohexanone"", ""2-methyl-cyclopentanone"", ""2-methylcyclohexanone"", ""2-methylcyclohexyl boronic acid"", ""2-norbornanone"", ""2-phenyl-1-ethanal"", ""2-phenylcyclohexanone"", ""2-phenylethyl methyl sulfide"", ""2-phenylpropyl methyl sulfide"", ""2-propylcyclohexanone"", ""2-thiacyclohexanone"", ""3,3,5-trimethylcyclohexanone"", ""3,4-dihydronaphthalen-2(1H)-one"", ""3,5-dimethylcyclohexanone"", ""3-(1,3-benzodioxol-5-yl)cyclobutanone"", ""3-(3,4,5-trimethoxyphenyl)cyclobutanone"", ""3-methylcyclohexanone"", ""4,4-dimethylcyclohexanone"", ""4-allyl-cyclohexanone"", ""4-bromocyclohexanone"", ""4-chlorocyclohexanone"", ""4-ethoxy-cyclohexanone"", ""4-ethyl-cyclohexanone"", ""4-ethylcyclohexanone"", ""4-hydroxy-cyclohexanone"", ""4-hydroxycyclohexanone"", ""4-iodocyclohexanone"", ""4-methoxy-cyclohexanone"", ""4-methyl-cyclohexanone"", ""4-methylcyclohexanone"", ""4-n-propyl-cyclohexanone"", ""4-phenylcyclohexanone"", ""4-tert-butylcyclohexanone"", ""4a-methyltetrahydro-1aH-naphtho[1,8a-b]oxirene-2,5(3H,6H)-dione"", ""D-fenchone"", ""H+"", ""N-methylbenzylamine"", ""NADPH"", ""O2"", ""S-gamma-thiobutyrolactone"", ""acetophenone"", ""allyl methyl sulfide"", ""bicyclo[3.2.0]hept-2-en-6-one"", ""butanal"", ""cis-hex-2-enyl phenyl selenide"", ""cuprizone"", ""cyclobutanone"", ""cyclobutyl methyl ketone"", ""cyclodecanone"", ""cycloheptanone"", ""cyclohexan-1,2-dione"", ""cyclohexan-1,4-dione"", ""cyclohexanone"", ""cyclohexyl methyl ketone"", ""cyclohexyl methyl sulfide"", ""cyclooctanone"", ""cyclopentanone"", ""cyclopentyl methyl sulfide"", ""delta-thiovalerolactone"", ""dihydrocarvone"", ""dithiane"", ""epsilon-thiocaprolactone"", ""ethyl 4-oxocyclohexanecarboxylate"", ""ethyl p-tolyl sulfide"", ""ethylene monothiocarbonate"", ""gamma-thiobutyrolactone"", ""iodide"", ""isopropyl methyl sulfide"", ""methyl phenyl sulfide"", ""more"", ""n-butyl methyl sulfide"", ""n-butylboronic acid"", ""n-octylboronic acid"", ""norcamphor"", ""octahydronaphthalen-1(2H)-one"", ""octahydronaphthalen-2(1H)-one"", ""octyl methyl sulfide"", ""phenyl allyl selenide"", ""phenyl allyl sulfide"", ""phenyl methyl selenide"", ""phenyl propargyl selenide"", ""phenylacetone"", ""phenylboronic acid"", ""syn-7-benzyloxymethyl-2-norbonen-5-one"", ""tert-butyl ethyl sulfide"", ""tert-butyl methyl sulfide"", ""tert-butyl vinyl sulfide"", ""thiane"", ""thiane sulfoxide"", ""thioanisole"", ""trans-hex-2-enyl phenyl selenide"", ""triethylphosphite""]","[""(1R,3S,7S)-7-methyl-2,8-dioxatricyclo[5.5.0.01,3]dodecane-4,9-dione"", ""(1R,5S)-3-oxabicyclo-[3.3.0]oct-6-en-3-one"", ""(1S,5R)-2-oxabicyclo-[3.3.0]oct-6-en-3-one"", ""(3R,7S)-3,7-dimethyloxepan-2-one"", ""(4S)-4-methyloxepan-2-one"", ""(4aS,6S,8aR)-6-hydroxy-8a-methyloctahydronaphthalen-1-one"", ""(5S)-5-ethyloxepan-2-one"", ""(5S)-5-methyloxepan-2-one"", ""(5S)-5-tert-butyloxepan-2-one"", ""(5aR,9aS)-9a-methylhexahydrobenzo[b]oxepine-2,7-dione"", ""(6R)-6-methyloxepan-2-one"", ""(6S)-6-(1-methylethenyl)oxepan-2-one"", ""(7R)-7-(prop-2-en-1-yl)oxepan-2-one"", ""(7S)-7-ethyloxepan-2-one"", ""(7S)-7-propyloxepan-2-one"", ""(R)-1,3-dithiane-1-oxide"", ""(R)-dithiane sulfoxide"", ""(R)-methyl phenyl sulfoxide"", ""(R)-thioanisole sulfoxide"", ""(S)-ethyl p-tolyl sulfoxide"", ""(S)-thioanisole sulfoxide"", ""1,4,8-trioxa-spiro[4,6]undecan-9-one"", ""1,4,8-trioxaspiro[4.6]undecan-9-one"", ""1-oxa-2,3-dioxo-cycloheptane"", ""1-oxa-2,5-dioxo-cycloheptane"", ""1-oxa-2-oxo-3-hydroxycycloheptane"", ""1-oxa-2-oxo-3-hydroxycyclopentane"", ""1-oxa-2-oxo-3-methyl-cycloheptane"", ""1-oxa-2-oxo-3-methyl-cyclohexane"", ""1-oxa-2-oxo-3-methylcycloheptane"", ""1-oxa-2-oxo-3-methylcyclohexane"", ""1-oxa-2-oxo-3-phenylcycloheptane"", ""1-oxa-2-oxo-3-thiacycloheptane"", ""1-oxa-2-oxo-5-hydroxycycloheptane"", ""1-oxa-2-oxo-5-methylcycloheptane"", ""1-oxa-2-oxo-5-tert-butylcycloheptane"", ""1-oxa-2-oxo-cyclohexane"", ""1-oxa-2-oxo-cyclononane"", ""1-oxa-2-oxo-cyclooctane"", ""1-oxa-2-oxo-cyclopentane"", ""1-oxa-2-oxo-cycloundecane"", ""1-oxa-2-oxocycloendecane"", ""1-oxa-2-oxocycloheptane"", ""2 H2O"", ""2 NADP+"", ""2-hydroxyethyl methyl sulfoxide"", ""2-methylcyclohexanol"", ""2-phenylethyl methyl sulfoxide"", ""2-phenylpropyl methyl sulfoxide"", ""3,3a,6,6a-tetrahydro-1H-cyclopenta[c]furan-1-one"", ""3,7,7-trimethyloxepan-2-one"", ""3-phenyloxepan-2-one"", ""4,4,6-trimethyloxepan-2-one"", ""4,5-dihydro-3-benzoxepin-2(1H)-one"", ""4,6,6-trimethyloxepan-2-one"", ""4,6-dimethyloxepan-2-one"", ""4-(1,3-benzodioxol-5-yl)dihydrofuran-2(3H)-one"", ""4-(3,4,5-trimethoxyphenyl)dihydrofuran-2(3H)-one"", ""4-allyl-hexano-6-lactone"", ""4-bromo-hexano-6-lactone"", ""4-chloro-hexano-6-lactone"", ""4-ethoxy-hexano-6-lactone"", ""4-ethyl-hexano-6-lactone"", ""4-hydroxy-hexano-6-lactone"", ""4-iodo-hexano-6-lactone"", ""4-methoxy-hexano-6-lactone"", ""4-methyl-hexano-6-lactone"", ""4-n-propyl-hexano-6-lactone"", ""5,5-dimethyloxepan-2-one"", ""5-phenyloxepan-2-one"", ""5-t-butyl-2-oxepanone"", ""6-hexanolide"", ""6-hexyl-tetrahydro-pyran-2-one"", ""6-hexyltetrahydro-2H-pyran-2-one"", ""7-methyloxepan-2-one"", ""7-phenyloxepan-2-one"", ""8,9-dihydro-5H-7-oxa-benzocyclo-hepten-6-one"", ""?"", ""BO3-"", ""H2O"", ""N-benzyl-N-methylhydroxylamine"", ""NADP+"", ""cis-3, 7-dimethyl-2-oxepanone"", ""cis-octahydro-7-oxa-benzocyclohepten-6-one"", ""cis-octahydro-benzo[c]oxepin-3-one"", ""cyclohexyl methyl sulfoxide"", ""cyclopentyl methyl sulfoxide"", ""dihydrofuran-2(3H)-one"", ""epsilon-caprolactone"", ""ethyl 7-oxooxepane-4-carboxylate"", ""ethyl acetate"", ""hexano-6-lactone"", ""methyl propanoate"", ""n-butanol"", ""n-octanol"", ""octahydro-1-benzoxepin-2(3H)-one"", ""octahydro-2-benzoxepin-1(3H)-one"", ""octahydro-2-benzoxepin-3(1H)-one"", ""octahydro-3-benzoxepin-2(1H)-one"", ""octahydro-benzo[b]oxepin-2-one"", ""octahydro-benzo[c]oxepin-1-one"", ""phenol"", ""trans-octahydro-benzo[c]oxepin-3-one""]",0,0,0
1.14.13.222,"aurachin C:NAD(P)H:oxygen oxidoreductase (4-hydroxy-2-methyl-3-oxo-4-farnesyl-3,4-dihydroquinoline-1-oxide-forming)","[""2 2,3-dimethyl-4(1H)-quinolinone"", ""2-methyl-3-geranyl-4(1H)-quinolinone"", ""2-methyl-3-isoprenyl-4(1H)-quinolinone"", ""H+"", ""NAD(P)H"", ""NADH"", ""O2"", ""aurachin C"", ""more""]","[""2-methyl-3-[(2-methylbut-3-en-2-yl)oxy]-2,3-dihydroquinolin-4(1H)-one"", ""3-[(3,7-dimethylocta-1,6-dien-3-yl)oxy]-2-methyl-2,3-dihydroquinolin-4(1H)-one"", ""3-hydroxy-2-[(3-hydroxy-3-methyl-4-oxo-1,2,3,4-tetrahydroquinolin-2-yl)methyl]-3-methylquinolin-4(3H)-one"", ""4-hydroxy-2-methyl-3-oxo-4-[(2E,6E)-farnesyl]-3,4-dihydroquinoline 1-oxide"", ""4-hydroxy-2-methyl-3-oxo-4-farnesyl-3,4-dihydroquinoline-1-oxide"", ""4-hydroxy-2-methyl-4-[(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-yl]quinolin-3(4H)-one 1-oxide"", ""?"", ""H2O"", ""NAD(P)+"", ""NAD+""]",0,0,0
1.14.13.223,"3-hydroxy-4-methylanthranilyl-[aryl-carrier protein],NADH:oxygen oxidoreductase (5-hydroxylating)","[""3-hydroxy-4-methylanthranilyl-[aryl-carrier protein]"", ""H+"", ""NADH"", ""O2""]","[""3,5-dihydroxy-4-methylanthranilyl-[aryl-carrier protein]"", ""H2O"", ""NAD+""]",0,0,0
1.14.13.224,"protoviolaceinate,NAD(P)H:O2 oxidoreductase","[""NAD(P)H"", ""NADPH"", ""O2"", ""more"", ""prodeoxyviolacein"", ""protodeoxyviolaceinate"", ""protoviolaceinate"", ""proviolacein""]","[""?"", ""H2O"", ""NAD(P)+"", ""NADP+"", ""deoxyviolacein"", ""deoxyviolaceinate"", ""violacein"", ""violaceinate""]",0,0,0
1.14.13.225,"[F-actin]-L-methionine,NADPH:O2 S-oxidoreductase","[""H+"", ""NADH"", ""NADPH"", ""O2"", ""[F-actin]-L-methionine"", ""more""]","[""?"", ""H2O"", ""NAD+"", ""NADP+"", ""[F-actin]-L-methionine-(R)-S-oxide""]",0,0,0
1.14.13.23,"3-hydroxybenzoate,NADPH:oxygen oxidoreductase (4-hydroxylating)","[""2,3-dihydroxybenzoate"", ""2,5-dihydroxybenzoate"", ""2-fluoro-5-hydroxybenzoate"", ""3,5-dihydroxybenzoate"", ""3-hydroxyanthranilate"", ""3-hydroxybenzoate"", ""4-fluoro-3-hydroxybenzoate"", ""4-hydroxybenzoate"", ""H+"", ""NADH"", ""NADPH"", ""O2"", ""[reduced NADPH-hemoprotein reductase]"", ""gentisate"", ""more""]","[""3,4-dihydroxybenzoate"", ""?"", ""H2O"", ""NAD+"", ""NADP+"", ""[oxidized NADPH-hemoprotein reductase]""]",0,0,0
